Broker Reference,Entry Number,Master Bills,House Bills,Customer Number,Arrival Date,Invoice Line - PO Number,Invoice Line - Part Number,Invoice Line - Country Origin Code,Invoice Line - Units,Mawb/BillofLading,PO,Shipment,Mode,Style,ColorCode,Size,Dimensions,SKUID,SAPLineNo,ASNPieces,POPieces,POShipDate,POShipMode,ASNShipMode,UnitCost
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BL8297,8,NULL,20931BL82978,115,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BL8297,10,NULL,20931BL829710,116,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BL8297,12,NULL,20931BL829712,117,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BL8297,14,NULL,20931BL829714,118,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BL8297,5-Apr,NULL,20931BL82974-5,119,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BL8297,7-Jun,NULL,20931BL82976-7,120,3,3,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BR5620,2,NULL,20931BR56202,121,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GY6000,12,NULL,20931GY600012,157,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GY6000,14,NULL,20931GY600014,158,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GY6000,5-Apr,NULL,20931GY60004-5,159,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GY6000,7-Jun,NULL,20931GY60006-7,160,3,3,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,OR5729,2,NULL,20931OR57292,161,2,2,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,OR5729,3,NULL,20931OR57293,162,2,2,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,OR5729,8,NULL,20931OR57298,163,2,2,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,OR5729,10,NULL,20931OR572910,164,2,2,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,OR5729,12,NULL,20931OR572912,165,2,2,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,OR5729,14,NULL,20931OR572914,166,2,2,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,OR5729,5-Apr,NULL,20931OR57294-5,167,2,2,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,OR5729,7-Jun,NULL,20931OR57296-7,168,3,3,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6337,2,NULL,20931PK63372,169,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6337,3,NULL,20931PK63373,170,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6337,8,NULL,20931PK63378,171,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6337,10,NULL,20931PK633710,172,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6337,12,NULL,20931PK633712,173,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6337,14,NULL,20931PK633714,174,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6337,5-Apr,NULL,20931PK63374-5,175,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6337,7-Jun,NULL,20931PK63376-7,176,3,3,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6338,2,NULL,20931PK63382,177,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6338,3,NULL,20931PK63383,178,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6338,8,NULL,20931PK63388,179,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6338,10,NULL,20931PK633810,180,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6338,12,NULL,20931PK633812,181,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6338,14,NULL,20931PK633814,182,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6338,5-Apr,NULL,20931PK63384-5,183,3,3,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PK6338,7-Jun,NULL,20931PK63386-7,184,3,3,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR5681,2,NULL,20931PR56812,185,1,1,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR5681,3,NULL,20931PR56813,186,2,2,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR5681,8,NULL,20931PR56818,187,2,2,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR5681,10,NULL,20931PR568110,188,2,2,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR5681,12,NULL,20931PR568112,189,1,1,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR5681,14,NULL,20931PR568114,190,1,1,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR5681,5-Apr,NULL,20931PR56814-5,191,3,3,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR5681,7-Jun,NULL,20931PR56816-7,192,3,3,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6004,2,NULL,20931PR60042,193,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6004,3,NULL,20931PR60043,194,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6004,8,NULL,20931PR60048,195,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6004,10,NULL,20931PR600410,196,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6004,12,NULL,20931PR600412,197,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6004,14,NULL,20931PR600414,198,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6004,5-Apr,NULL,20931PR60044-5,199,3,3,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6004,7-Jun,NULL,20931PR60046-7,200,3,3,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6006,2,NULL,20931PR60062,201,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6006,3,NULL,20931PR60063,202,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6006,8,NULL,20931PR60068,203,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6006,10,NULL,20931PR600610,204,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6006,12,NULL,20931PR600612,205,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6006,14,NULL,20931PR600614,206,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6006,5-Apr,NULL,20931PR60064-5,207,3,3,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,PR6006,7-Jun,NULL,20931PR60066-7,208,3,3,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BR5620,3,NULL,20931BR56203,122,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BL8297,2,NULL,20931BL82972,113,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BL8297,3,NULL,20931BL82973,114,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BR5620,8,NULL,20931BR56208,123,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BR5620,10,NULL,20931BR562010,124,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BR5620,12,NULL,20931BR562012,125,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BR5620,14,NULL,20931BR562014,126,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BR5620,5-Apr,NULL,20931BR56204-5,127,3,3,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,BR5620,7-Jun,NULL,20931BR56206-7,128,3,3,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5787,2,NULL,20931GR57872,129,1,1,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5787,3,NULL,20931GR57873,130,1,1,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5787,8,NULL,20931GR57878,131,2,2,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5787,10,NULL,20931GR578710,132,2,2,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5787,12,NULL,20931GR578712,133,1,1,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5787,14,NULL,20931GR578714,134,1,1,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5787,5-Apr,NULL,20931GR57874-5,135,3,3,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5787,7-Jun,NULL,20931GR57876-7,136,3,3,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5798,2,NULL,20931GR57982,137,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5798,3,NULL,20931GR57983,138,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5798,8,NULL,20931GR57988,139,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5798,10,NULL,20931GR579810,140,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5798,12,NULL,20931GR579812,141,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5798,14,NULL,20931GR579814,142,1,1,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5798,5-Apr,NULL,20931GR57984-5,143,3,3,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR5798,7-Jun,NULL,20931GR57986-7,144,4,4,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR6986,2,NULL,20931GR69862,145,1,1,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR6986,3,NULL,20931GR69863,146,1,1,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR6986,8,NULL,20931GR69868,147,2,2,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR6986,10,NULL,20931GR698610,148,2,2,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR6986,12,NULL,20931GR698612,149,1,1,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR6986,14,NULL,20931GR698614,150,1,1,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR6986,5-Apr,NULL,20931GR69864-5,151,3,3,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GR6986,7-Jun,NULL,20931GR69866-7,152,3,3,12/23/2009,Sea,Sea,$43.15
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GY6000,2,NULL,20931GY60002,153,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GY6000,3,NULL,20931GY60003,154,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GY6000,8,NULL,20931GY60008,155,3,3,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5022418,20931,CN,186,APLU031970557,5022418,1,SEA,20931,GY6000,10,NULL,20931GY600010,156,2,2,12/23/2009,Sea,Sea,$42.65
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5021202,24143,CN,38,APLU031970557,5021202,1,SEA,24143,NA6434,8,NULL,24143NA64348,102,11,11,12/23/2009,Sea,Sea,$60.00
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5021202,24143,CN,38,APLU031970557,5021202,1,SEA,24143,NA6434,10,NULL,24143NA643410,103,8,8,12/23/2009,Sea,Sea,$60.00
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5021202,24143,CN,38,APLU031970557,5021202,1,SEA,24143,NA6434,12,NULL,24143NA643412,104,6,6,12/23/2009,Sea,Sea,$60.00
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,5021202,24143,CN,38,APLU031970557,5021202,1,SEA,24143,NA6434,7-Jun,NULL,24143NA64346-7,106,13,13,12/23/2009,Sea,Sea,$60.00
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,8018503,24143,CN,17,APLU031970557,8018503,1,SEA,24143,NA6434,8,NULL,24143NA64348,101,3,3,12/23/2009,Sea,Sea,$60.00
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,8018503,24143,CN,17,APLU031970557,8018503,1,SEA,24143,NA6434,10,NULL,24143NA643410,102,3,3,12/23/2009,Sea,Sea,$60.00
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,8018503,24143,CN,17,APLU031970557,8018503,1,SEA,24143,NA6434,12,NULL,24143NA643412,103,3,3,12/23/2009,Sea,Sea,$60.00
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,8018503,24143,CN,17,APLU031970557,8018503,1,SEA,24143,NA6434,14,NULL,24143NA643414,104,5,5,12/23/2009,Sea,Sea,$60.00
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,8018503,24143,CN,17,APLU031970557,8018503,1,SEA,24143,NA6434,5-Apr,NULL,24143NA64344-5,105,1,1,12/23/2009,Sea,Sea,$60.00
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,8018503,24143,CN,17,APLU031970557,8018503,1,SEA,24143,NA6434,7-Jun,NULL,24143NA64346-7,106,2,2,12/23/2009,Sea,Sea,$60.00
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,2575616,12992,CN,988,APLU031970557,2575616,1,SEA,12992,WW9017,L-XL,NULL,12992WW9017L-XL,103,395,395,12/23/2009,Sea,Sea,$6.72
436455,31604364559,APLU031970557,NULL,JCREW,1/10/2010,2575616,12992,CN,988,APLU031970557,2575616,1,SEA,12992,WW9017,S-M,NULL,12992WW9017S-M,102,593,593,12/23/2009,Sea,Sea,$6.72
